user,completed,rating,status,pattern_id,average_rating,rating_count,attributes,categories
sibbald,12,16,16,16,16,15,16,16
sierrak2010,290,292,292,292,292,257,292,292
sigridellis,12,44,44,44,44,43,44,44
silkangel,14,14,14,14,14,13,14,14
silverace47,11,12,12,12,12,9,12,12
silverk1971,1,2,2,2,2,2,2,2
simplyaware,35,37,37,37,37,35,37,37
simplyspoiled,0,3,2,3,3,3,3,3
sinbadgp,5,8,8,8,8,8,8,8
singui25,5,9,9,9,9,9,9,9
siriusmallorca,0,16,16,16,16,13,16,16
sistersestina,8,10,10,10,10,10,10,10
sjazzctrmbnk,1,4,4,4,4,4,4,4
sjk88,15,18,18,18,18,18,18,18
sjordan,28,41,41,41,41,41,41,41
skeindalous,0,1,1,1,1,1,1,1
skiercue,75,80,80,80,80,78,80,80
skittlesncoke2,8,20,19,20,20,20,20,20
slayerette,5,13,13,13,13,13,13,13
sleepingalexis,32,35,35,35,35,35,35,35
sleepysheep,1,3,3,3,3,3,3,3
smacedo,0,1,1,1,1,1,1,1
smallfla,2,3,3,3,3,3,3,3
smarmykitten,1,1,1,1,1,1,1,1
smartymags,54,67,67,67,67,67,67,67
smcape,119,130,130,130,130,116,130,130
smeenybeanieknits,5,23,23,23,23,20,23,23
smittenbyknittin,90,95,95,95,95,92,95,95
smpdit,3,3,3,3,3,3,3,3
smurfberry,11,25,25,25,25,24,25,25
snailhalo,0,3,3,3,3,3,3,3
snowknitty,90,127,124,127,127,127,127,127
snuzal,1,1,1,1,1,1,1,1
socialknitworking,92,119,119,119,119,118,119,119
sockitwench,28,51,51,51,51,49,51,51
sodisrmngdrlng,1,1,1,1,1,1,1,1
softballgal50,12,33,32,33,33,33,33,33
sonnetofthemoon,6,7,7,7,7,6,7,7
sonni20181,12,19,19,19,19,19,19,19
soozayque,15,19,19,19,19,19,19,19
sooze75632,5,6,6,6,6,3,6,6
sophie92,29,32,32,32,32,30,32,32
sosolie,0,2,1,2,2,2,2,2
sotosonom,2,4,4,4,4,4,4,4
soulinthewoods,64,71,71,71,71,71,71,71
sowlan,36,37,37,37,37,37,37,37
sownsew,1,1,1,1,1,1,1,1
spacepirate,1,35,35,35,35,35,35,35
spanishtrucker,7,7,7,7,7,6,7,7
sparkcrafted,19,32,32,32,32,32,32,32
sparvel,10,10,10,10,10,8,10,10
spatulaknitchick,2,3,3,3,3,3,3,3
spav,9,11,11,11,11,11,11,11
spazzytastic,50,55,55,55,55,54,55,55
specialkthegreat,3,3,3,3,3,2,3,3
speeddog,1,1,1,1,1,1,1,1
spiderwebz,1,1,1,1,1,1,1,1
spikekuhns,79,100,100,100,100,97,100,100
spin2dye,1,1,1,1,1,1,1,1
spinnergal,0,2,2,2,2,2,2,2
spinningjudy,4,4,4,4,4,4,4,4
spinningleaves,39,47,47,47,47,47,47,47
spirch,17,25,25,25,25,23,25,25
spksfroggy,513,539,539,539,539,528,539,539
spockerel,6,8,8,8,8,8,8,8
spraoi,1,2,2,2,2,2,2,2
spricket,31,32,32,32,32,32,32,32
springplum,20,29,29,29,29,28,29,29
spudngravy,13,13,13,13,13,13,13,13
squinnette,30,45,44,45,45,44,45,45
srose128,1,1,1,1,1,1,1,1
ssacharoff,0,1,1,1,1,1,1,1
ssamiam725,1,1,1,1,1,1,1,1
ssternle,1,1,1,1,1,0,1,1
sstrynatka,3,4,4,4,4,4,4,4
staceysrus,132,146,146,146,146,144,146,146
stacybeads,99,105,105,105,105,105,105,105
stacylou2,0,1,1,1,1,1,1,1
stacymluce,6,8,8,8,8,8,8,8
staken,0,4,4,4,4,4,4,4
stanimar,1,1,1,1,1,1,1,1
staranic,2,6,6,6,6,6,6,6
stardustshoes,2,2,2,2,2,2,2,2
starryeyedoctober,0,1,1,1,1,1,1,1
starzinmyheart,33,40,40,40,40,38,40,40
stashing,59,62,62,62,62,51,62,62
stefuni,184,272,272,272,272,267,272,272
stefzev,1,1,1,1,1,1,1,1
stephela1,4,4,4,4,4,4,4,4
stephlewis2,6,9,9,9,9,9,9,9
stessincohn,6,8,8,8,8,8,8,8
stickelin,107,113,113,113,113,112,113,113
sticksandstone,4,7,4,7,7,6,7,7
sticksnloops,32,33,33,33,33,32,33,33
stinadeen,5,9,9,9,9,9,9,9
stitchingbug,3,5,5,5,5,4,5,5
stitchrnthechldrn,28,32,32,32,32,30,32,32
stitchyqueenL,5,5,5,5,5,5,5,5
storklegs,96,99,99,99,99,97,99,99
stpaulknitter,44,51,51,51,51,49,51,51
strandqvist,4,11,11,11,11,2,11,11
strickwahnsinnige,178,180,180,180,180,161,180,180
strickzeit68,20,22,22,22,22,2,22,22
stringplayer,19,31,31,31,31,31,31,31
stsofnac,5,5,5,5,5,5,5,5
stufur19,2,2,2,2,2,2,2,2
stylistgirlkniter,2,3,3,3,3,3,3,3
suchaklutz,1,2,2,2,2,2,2,2
sudsycole,10,12,12,12,12,9,12,12
suebaloo,8,14,14,14,14,14,14,14
suedreams2,9,17,16,17,17,15,17,17
suessstoff,101,105,105,105,105,104,105,105
summerspark,234,235,235,235,235,224,235,235
sunbeams78,1,4,4,4,4,4,4,4
sunbirdcrochet,2,2,2,2,2,2,2,2
sunshineyarn,59,68,68,68,68,63,68,68
sunsstars,95,99,99,99,99,95,99,99
sunsunchild,12,12,12,12,12,12,12,12
suprocker,1,1,1,1,1,1,1,1
susankelly78,30,34,34,34,34,33,34,34
susanpolicastro,0,1,1,1,1,1,1,1
susanw3663,1,2,2,2,2,2,2,2
susiest,0,1,1,1,1,1,1,1
susithesheep,4,6,6,6,6,5,6,6
suzy-stitches,2,2,2,2,2,2,2,2
swadstrom,7,10,10,10,10,9,10,10
swarty7,0,1,1,1,1,1,1,1
swatchophile,5,5,5,5,5,5,5,5
swayinglights,162,212,212,212,212,206,212,212
swaylikeme,3,3,3,3,3,3,3,3
swe94,234,234,234,234,234,226,234,234
sweaterweather,43,47,47,47,47,40,47,47
sweetfoodadict,0,1,1,1,1,1,1,1
sweetieincinci,22,48,48,48,48,48,48,48
sweetp160,36,54,54,54,54,51,54,54
swimkm,1,2,2,2,2,2,2,2
swish,88,94,94,94,94,93,94,94
sylvieke,27,32,32,32,32,24,32,32
synaesthete,12,16,16,16,16,16,16,16
systien,42,45,45,45,45,2,45,45
tabatha,1,2,2,2,2,2,2,2
tabi99,16,16,16,16,16,16,16,16
tabithathee,0,1,1,1,1,1,1,1
tafjafbaf,4,4,4,4,4,4,4,4
tajessi,63,64,64,64,64,64,64,64
tallarossi,1,1,1,1,1,1,1,1
talliroxxor,53,55,55,55,55,55,55,55
talliwali,1,4,4,4,4,2,4,4
tangeld,1,1,1,1,1,1,1,1
tanueee,2,4,4,4,4,2,4,4
tapeheads,69,74,74,74,74,71,74,74
tapiolarolla,15,24,24,24,24,24,24,24
taptoe,1,1,1,1,1,1,1,1
tarabridget,1,2,2,2,2,2,2,2
tascgull,0,1,1,1,1,1,1,1
tassiegeorgia,3,3,3,3,3,3,3,3
tatvirta,1,1,1,1,1,1,1,1
tberan,3,4,4,4,4,4,4,4
tbrack87,1,1,1,1,1,1,1,1
tchild5,17,21,21,21,21,21,21,21
tdgrewe,1,1,1,1,1,1,1,1
teach234,1,1,1,1,1,1,1,1
teacozy,0,1,1,1,1,1,1,1
teatime2,1,1,1,1,1,1,1,1
teeztopperz,1,1,1,1,1,1,1,1
tennisgirl,155,173,173,173,173,172,173,173
tennistwin,7,8,8,8,8,8,8,8
teresahenriq,6,6,6,6,6,5,6,6
teresaramirez,25,25,25,25,25,22,25,25
teresaronk,54,55,54,55,55,53,55,55
terrijo,13,15,15,15,15,14,15,15
texasalpacafiber,0,1,1,1,1,1,1,1
textwoman,1,1,1,1,1,1,1,1
tgrpurple,1,1,1,1,1,1,1,1
thalassa,38,43,43,43,43,39,43,43
thatgrrl,2,3,3,3,3,3,3,3
the-goddess,2,3,3,3,3,3,3,3
theRage,9,10,10,10,10,9,10,10
theboobar1978,1,2,2,2,2,2,2,2
thebrissyone,6,6,6,6,6,6,6,6
thefeefairy,21,32,32,32,32,31,32,32
thefrenchgirl,24,24,24,24,24,21,24,24
thejuicebox,14,21,21,21,21,20,21,21
theknitpharm,4,6,6,6,6,6,6,6
theknitwitch,6,7,7,7,7,7,7,7
thelassi4,8,9,9,9,9,9,9,9
thelittlefoxes,3,9,9,9,9,5,9,9
thelonias,9,9,9,9,9,9,9,9
themaxsters,62,65,65,65,65,61,65,65
themikecollective,4,4,4,4,4,4,4,4
thenthel,29,46,46,46,46,44,46,46
theredmenace,12,14,14,14,14,14,14,14
therowantree,181,197,197,197,197,193,197,197
thesunnystitcher,9,17,17,17,17,17,17,17
thesybil,0,4,4,4,4,4,4,4
theyneedseven,0,1,1,1,1,1,1,1
thingsbethmakes,28,34,33,34,34,30,34,34
thisbmartina,7,8,8,8,8,7,8,8
thiscraftercat,3,3,3,3,3,3,3,3
thizizliz,1,2,2,2,2,2,2,2
thopkins,1,2,2,2,2,2,2,2
thumbuddie,2,2,2,2,2,2,2,2
thurmsgirl,1,2,2,2,2,2,2,2
thvost,4,6,6,6,6,6,6,6
tialo,9,10,10,10,10,9,10,10
tiamet,6,6,6,6,6,6,6,6
tichat66,7,12,11,12,12,12,12,12
tickleelmo,2,4,4,4,4,3,4,4
tiedupfornow,0,1,1,1,1,1,1,1
tiffad,30,40,40,40,40,39,40,40
tiffanyr,1,3,3,3,3,3,3,3
tigerleo,0,1,1,1,1,1,1,1
tigger422,0,6,6,6,6,6,6,6
tightlywound,31,38,38,38,38,38,38,38
tiine,1,1,1,1,1,1,1,1
tillymillroad,42,54,54,54,54,54,54,54
timeforbreakfast,1,1,1,1,1,1,1,1
timetonap,17,20,20,20,20,20,20,20
timetravelor,1,2,2,2,2,2,2,2
timtomknits,1,1,1,1,1,1,1,1
timundannika,2,6,6,6,6,6,6,6
tina6296,2,3,3,3,3,3,3,3
tinachinwen,1,1,1,1,1,1,1,1
tinasmith011114,15,17,17,17,17,16,17,17
tinks2much,2,4,4,4,4,4,4,4
tinlou,53,56,56,56,56,54,56,56
tinto,39,43,43,43,43,43,43,43
tinylaser,89,107,107,107,107,106,107,107
tippyt,44,44,44,44,44,43,44,44
tique,2,2,2,2,2,2,2,2
tishtash87,1,1,1,1,1,1,1,1
titanka79,5,9,9,9,9,9,9,9
tjsprincess,0,2,2,2,2,2,2,2
tlcgrammy,8,9,9,9,9,8,9,9
tmpike,37,43,43,43,43,43,43,43
tntc,187,210,210,210,210,202,210,210
toan,37,37,37,37,37,36,37,37
tobadiah,18,20,20,20,20,17,20,20
tocka1979,2,2,2,2,2,1,2,2
tonigardner,1,1,1,1,1,1,1,1
tonyaalso,1,2,2,2,2,2,2,2
tozaki1121,3,3,3,3,3,3,3,3
tracis,2,2,2,2,2,2,2,2
trackingup,4,4,4,4,4,4,4,4
tracy498,37,56,56,56,56,55,56,56
travelinbabe,1,2,2,2,2,2,2,2
treeniepet,1,1,1,1,1,1,1,1
triciat,1,1,1,1,1,1,1,1
tricotB,2,2,2,2,2,2,2,2
tricotfrancais,0,1,1,1,1,1,1,1
tricotons,0,1,1,1,1,1,1,1
trillion,1,3,3,3,3,3,3,3
trina6625,1,2,1,2,2,2,2,2
trinibird,78,109,109,109,109,108,109,109
triskeleseeker,3,3,3,3,3,3,3,3
trixiefan,4,5,5,5,5,5,5,5
trochilida,103,105,105,105,105,99,105,105
tromsofrosken,0,2,2,2,2,1,2,2
troopoort,3,3,3,3,3,3,3,3
tryintaknit,139,212,212,212,212,186,212,212
tryphyna,0,1,1,1,1,1,1,1
tsitua,5,6,6,6,6,5,6,6
tsthomas1984,0,1,1,1,1,0,1,1
ttrudilou,1,5,5,5,5,5,5,5
tumbleweedfiber,0,1,1,1,1,0,1,1
tupalohoney,7,7,7,7,7,7,7,7
tvrnone,0,2,2,2,2,2,2,2
twasbrillig,2,2,2,2,2,1,2,2
twentymilehike,19,21,21,21,21,20,21,21
twerpicus,1,1,1,1,1,1,1,1
twinszz,9,12,12,12,12,11,12,12
twotooto,0,2,2,2,2,2,2,2
tygrrrl,18,21,21,21,21,21,21,21
uberimma,75,106,106,106,106,105,106,106
ullika,1,1,1,1,1,1,1,1
ullissvensson,43,44,44,44,44,43,44,44
ulrikawiss,1,4,4,4,4,4,4,4
ulwen,11,12,12,12,12,11,12,12
unicornfarts,13,15,15,15,15,15,15,15
unicorninmycoffee,159,171,171,171,171,168,171,171
unionmaidknits,50,52,52,52,52,51,52,52
usnaquawife,2,4,4,4,4,4,4,4
utahmaybe,3,5,5,5,5,5,5,5
utterbulle,16,16,16,16,16,16,16,16
vadayoon,1,1,1,1,1,1,1,1
vakhanka,7,8,8,8,8,8,8,8
valentine12,13,16,16,16,16,7,16,16
valeriannemarie,6,6,6,6,6,6,6,6
valeriemisa,3,4,4,4,4,4,4,4
valinor,1,2,2,2,2,1,2,2
valkyrie0one,1,2,2,2,2,1,2,2
vandanavai,36,36,36,36,36,31,36,36
vassakal,1,1,1,1,1,1,1,1
veerukka,28,41,41,41,41,31,41,41
vegetara,3,4,4,4,4,4,4,4
venice1093,37,38,38,38,38,34,38,38
vermillion,23,23,23,23,23,23,23,23
vermillionish,2,6,6,6,6,6,6,6
vertvent,1,3,3,3,3,3,3,3
verumeli,0,1,1,1,1,1,1,1
veselinadobreva,14,21,21,21,21,20,21,21
vic-tory78,22,22,22,22,22,19,22,22
vika14,1,1,1,1,1,1,1,1
vikingrrrl,9,14,14,14,14,14,14,14
vikkyzm,379,390,390,390,390,321,390,390
vintagegranny,42,47,47,47,47,23,47,47
vintagegypsy,3,9,9,9,9,7,9,9
violante,7,9,9,9,9,8,9,9
violetatropine,1,1,1,1,1,1,1,1
vitaminK,2,2,2,2,2,2,2,2
vividmpression,15,19,19,19,19,19,19,19
vjvthomson,4,6,6,6,6,5,6,6
vlenz2006,3,3,3,3,3,3,3,3
vmbernau,40,42,42,42,42,42,42,42
vmichael,6,7,7,7,7,7,7,7
vouvray,106,107,107,107,107,107,107,107
vpatla,2,2,2,2,2,1,2,2
vreemdeling,18,18,18,18,18,18,18,18
vsky,1,4,4,4,4,4,4,4
vyates,138,141,141,141,141,140,141,141
vyosunarto,9,14,14,14,14,13,14,14
wakingslow,0,1,1,1,1,1,1,1
wallstreetknitter,1,3,3,3,3,3,3,3
wambrita,1,1,1,1,1,1,1,1
waterdragonsag,1,2,2,2,2,2,2,2
waywardcat,4,4,4,4,4,4,4,4
wcc21,1,1,1,1,1,1,1,1
weabaum,1,3,3,3,3,3,3,3
wearablesheep,69,99,99,99,99,96,99,99
webby00,13,13,13,13,13,13,13,13
webbytal,33,40,40,40,40,40,40,40
websterpup1,0,1,1,1,1,1,1,1
weebat,0,17,17,17,17,16,17,17
weemic,1,2,2,2,2,2,2,2
welly88,9,11,10,11,11,11,11,11
wendycakes,0,1,1,1,1,1,1,1
wendye,35,37,37,37,37,36,37,37
wendyr4,5,12,12,12,12,12,12,12
wenwood,1,1,1,1,1,1,1,1
wepow,9,9,9,9,9,9,9,9
westmaven,0,1,1,1,1,1,1,1
wetwoolenmittens,3,4,4,4,4,4,4,4
whalalang,37,40,40,40,40,26,40,40
wheelerde,42,45,45,45,45,44,45,45
wheelofcrafts,1,1,1,1,1,1,1,1
whereonearth07,1,1,1,1,1,1,1,1
whrrrrr,4,4,4,4,4,3,4,4
wiebeknitting,1,1,1,1,1,1,1,1
wilbur867,0,1,1,1,1,1,1,1
wildwoolly,140,144,144,144,144,142,144,144
wilowstarr,11,19,19,19,19,19,19,19
windyhillknitter,7,8,8,8,8,7,8,8
wineandyarntoo,0,1,1,1,1,1,1,1
winemaker,254,261,261,261,261,260,261,261
winnsmomknits,1,1,1,1,1,1,1,1
winterromance,1,2,2,2,2,2,2,2
wisecrafts,3,3,3,3,3,3,3,3
wizkey63,8,10,10,10,10,10,10,10
wollyhood,9,9,9,9,9,8,9,9
womdigo,49,72,72,72,72,70,72,72
woolfeather,0,6,5,6,6,6,6,6
woolillbedamned,75,83,83,83,83,83,83,83
woolleywaffle,57,67,67,67,67,64,67,67
woolloop,17,18,18,18,18,15,18,18
woolneedlethread,72,78,78,78,78,71,78,78
woolnewe,3,3,3,3,3,3,3,3
worthenator,7,7,7,7,7,7,7,7
wratiska,23,24,23,24,24,20,24,24
wrenolds,45,47,47,47,47,47,47,47
wrightnogallala,5,5,5,5,5,4,5,5
writemina,26,31,31,31,31,30,31,31
wundika,5,7,7,7,7,4,7,7
wyl10,14,14,14,14,14,14,14,14
x3honeybee,52,58,58,58,58,57,58,58
xCherryBlossom,0,1,1,1,1,1,1,1
xailey,5,10,10,10,10,7,10,10
xaraphim,26,31,31,31,31,31,31,31
xchelsemilyy,11,11,11,11,11,10,11,11
xostali,15,24,24,24,24,24,24,24
yarn-choy,8,9,9,9,9,8,9,9
yarnability,1,5,5,5,5,4,5,5
yarngirl2003,2,2,2,2,2,2,2,2
yarnholic,8,11,11,11,11,11,11,11
yarnit,42,47,47,47,47,46,47,47
yarnitas,71,71,71,71,71,67,71,71
yarnmagnet,114,114,114,114,114,112,114,114
yarnshopgirl,2,2,2,2,2,2,2,2
yasminblau,5,7,7,7,7,7,7,7
yasminlangley,1,1,1,1,1,1,1,1
yazzzminvee,21,21,21,21,21,21,21,21
yellowkulki,6,20,20,20,20,19,20,20
yipservice,3,8,8,8,8,8,8,8
yogahz,41,53,53,53,53,51,53,53
yolandadare,1,1,1,1,1,1,1,1
yorbamonster,7,7,7,7,7,7,7,7
yoshika,22,22,22,22,22,2,22,22
youmeuswe,28,35,35,35,35,33,35,35
younster,2,2,2,2,2,1,2,2
yoyobon,0,25,24,25,25,25,25,25
yparle,17,22,22,22,22,18,22,22
yrndog93,1,2,2,2,2,2,2,2
ytsur2012,1,4,4,4,4,4,4,4
yuinauk,1,1,1,1,1,1,1,1
yukie0716,26,32,32,32,32,31,32,32
yukilymyosotis,2,2,2,2,2,2,2,2
yungguppy,1,1,1,1,1,1,1,1
yuui89,8,11,11,11,11,11,11,11
yvi-ms,21,23,23,23,23,21,23,23
yvonnemg,0,1,1,1,1,0,1,1
zalyo,46,60,60,60,60,52,60,60
zee2174,15,16,16,16,16,16,16,16
zelmitalove,0,1,0,1,1,1,1,1
zhen17,22,23,23,23,23,23,23,23
ziggyonthecouch,4,9,9,9,9,9,9,9
zilhaver,2,2,2,2,2,2,2,2
zimtzucker,3,4,4,4,4,4,4,4
zippyslyly,2,2,2,2,2,2,2,2
zmrz,1,1,1,1,1,1,1,1
znufkin,30,35,35,35,35,35,35,35
zoianenkowa,3,3,3,3,3,3,3,3
zongling,1,1,1,1,1,1,1,1
zsigga,91,91,91,91,91,91,91,91
zucchiniz,3,9,9,9,9,8,9,9
zumerang,10,10,10,10,10,10,10,10
zydratestarling,67,75,75,75,75,75,75,75
